STATION,STATION_NAME,DATE,HPCP
COOP:170100,ACADIA NATIONAL PARK ME US,20060512 19:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060513 10:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060516 08:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060516 10:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060516 11:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060516 12:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060516 15:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060516 16:00,0.30
COOP:170100,ACADIA NATIONAL PARK ME US,20060516 17:00,0.30
COOP:170100,ACADIA NATIONAL PARK ME US,20060517 12:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060520 15:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060522 03:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060522 07:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060601 01:00,0.00
COOP:170100,ACADIA NATIONAL PARK ME US,20060601 18:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060601 19:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060601 21:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060602 17:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 08:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 10:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 11:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 13:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 14:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 16:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 18:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 19:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 20:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 21:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060603 22:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 00:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 04:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 07:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 08:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 09:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 10:00,0.30
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 11:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 12:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 13:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 14:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060604 21:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060605 10:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060607 22:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060607 23:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 00:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 01:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 09:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 10:00,0.30
